title,artist,link
Untitled (1983-1984),Lindsay Marshall,./record/21564?highlight=*:*
Finial (2018),Jack Handscombe,./record/102754?highlight=*:*
Unknown (Unknown),Unknown,./record/21867?highlight=*:*
"Figure in a Garden, Florence (1966)",William S. T. Brodie,./record/50495?highlight=*:*
Saucer,Emma Gillies,./record/53627?highlight=*:*
Portrait of a Woman (1960),Mary Shanks,./record/20947?highlight=*:*
Gem cabinet 1 (of 6) containing 43 medallions (Unknown),Unknown,./record/20615?highlight=*:*
The Potato-Sorters (1947),Allan W. Robson,./record/21742?highlight=*:*
"Painting, Sculpture and Tapestry Exhibition Poster (1989)",Unknown,./record/21848?highlight=*:*
Reclining Female Nude (19 JAN 1950),Mollie E N Langlands,./record/21019?highlight=*:*
Portrait of Grandfather (1966),John Bellany,./record/20742?highlight=*:*
Unknown,Unknown,./record/53505?highlight=*:*
Pier,Lynda Gillard,./record/21449?highlight=*:*
Five Views of a Woman Seated (Circa 1955),Peter McGinn,./record/21090?highlight=*:*
Untitled (1960),Robin E. Bownass,./record/99373?highlight=*:*
Standing Female Nude at Mirror (1962),Robert S. Crozier,./record/22663?highlight=*:*
Untitled,Roy M. W. Cameron,./record/112349?highlight=*:*
Step 1 (2013),Maria Hadam,./record/21306?highlight=*:*
Mining Town at Night,Geoffrey J Roper,./record/122765?highlight=*:*
Blackwork' sampler. Miss Waddel,Miss Waddell,./record/102670?highlight=*:*
Untitled (2005),Claire Lindsay,./record/99868?highlight=*:*
Untitled (Unknown),Unknown,./record/21946?highlight=*:*
Portrait of a Woman,Sarah Shaw,./record/20938?highlight=*:*
Steady Hands (2016),Inês-Hermione Mulford,./record/99236?highlight=*:*
Untitled (2002),Hannah Mulder,./record/99942?highlight=*:*
Portrait of a Woman (1948),Thomas Kim Redpath,./record/20800?highlight=*:*
Seated Female Nude (Circa 1959),Kenneth Dingwall,./record/122753?highlight=*:*
Untitled (Unknown),Unknown,./record/21925?highlight=*:*
The Berwick Law (Feb 1983),Wendy McMurdo,./record/21811?highlight=*:*
Unknown (1947-1948),Marjorie Wallace,./record/50439?highlight=*:*
Dog (1966),James Fairgrieve,./record/21345?highlight=*:*
Untitled - Abstracted Shapes in Greys and Greens (1963),Gordon Bryce,./record/99277?highlight=*:*
Machine embroidered stole (1958),Unknown,./record/102685?highlight=*:*
Untitled (Unknown),Isobel Jack,./record/21624?highlight=*:*
Unknown (1947),Sheila Turnbull,./record/50455?highlight=*:*
Untitled - Hogs in a Butcher Shop (1984),Heidi J P Kosaniuk,./record/99435?highlight=*:*
Head of Niccolo da Uzzano (Unknown),Unknown,./record/20606?highlight=*:*
Untitled - Scene with Figures Relaxing in the Sun (1961-1962),Ann F Ward,./record/99352?highlight=*:*
Vase (1920s),Emma Gillies,./record/122135?highlight=*:*
Portrait of a Young Man (Circa 1950),John D Cowan,./record/21336?highlight=*:*
Two Figures in a Landscape,Unknown,./record/21484?highlight=*:*
Unknown (1964),Alice Howell (née Bold),./record/53579?highlight=*:*
Seated Female Nude (1969),Leslie C. McConnell,./record/123337?highlight=*:*
Vision in Time III (2006),Wilhelmina Barns-Graham CBE HRSA HRSW,./record/54752?highlight=*:*
Needle lace mat,Unknown,./record/102712?highlight=*:*
Obstacle - Exploded Drawing (2014),Charles Myatt,./record/47456?highlight=*:*
Untitled (Unknown),Victoria C F Bernie,./record/21787?highlight=*:*
Unknown,Robert Euman,./record/53544?highlight=*:*
City Beyond (NOV 1962),John Picking,./record/111038?highlight=*:*
The Children's Hour (1974-1976),"Eduardo Luigi Paolozzi KBE, RA",./record/21699?highlight=*:*
Composition with Two Women (Circa 1972),Jacqueline Burnett (nee Watt),./record/122843?highlight=*:*
Untitled (2006),Sarah Ryan,./record/99871?highlight=*:*
Lilian Willey collar (1950),Lilian Willey,./record/102707?highlight=*:*
Seascape from a Boat (1952),Alistair M Park,./record/21349?highlight=*:*
Untitled (1987),Marissa Grassie,./record/21941?highlight=*:*
Untitled (1987),Unknown,./record/21814?highlight=*:*
Unknown (1974),Carolyn Wall,./record/21948?highlight=*:*
Standing Male Nude (Circa 1938),M E James,./record/21028?highlight=*:*
Portrait of a Young Man (1960),Thora Clyne,./record/20985?highlight=*:*
Unknown,Elizabeth Blackadder,./record/50637?highlight=*:*
Seated Male Nude with Glasses (1958),Elizabeth Meldrum,./record/21159?highlight=*:*
Cantoria (left panel),Unknown,./record/20578?highlight=*:*
Cast Study of Lorenzo de' Medici Bust,Kenneth Dingwall,./record/50629?highlight=*:*
"Unknown, abstract (2004)",Amy Marshall,./record/99487?highlight=*:*
Edinburgh College of Art War Memorial (1922),"Charles d'Orville Pilkington-Jackson ARSA, FRBS, FRSA",./record/99985?highlight=*:*
Unknown,Helen Gibbs,./record/50387?highlight=*:*
Architectural Drawing,Graeme McKenna,./record/21459?highlight=*:*
Unknown (1946),Margaret C. Ogilvy,./record/50493?highlight=*:*
Inscription Panel from Trajan's Column (Left side),Unknown,./record/20536?highlight=*:*
Untitled (1968),Doreen Turner,./record/22013?highlight=*:*
Portrait Bust (Antique),Unknown,./record/20562?highlight=*:*
Studio Interior (1986),Hilary A. Fisher,./record/21663?highlight=*:*
Unknown,Dorothy H. N. Forrest,./record/53495?highlight=*:*
Espresso Cup (1920s),Emma Gillies,./record/53696?highlight=*:*
Two Girls by the Harbour (2006),John Bellany,./record/21531?highlight=*:*
Untitled (Unknown),T. Watson,./record/21799?highlight=*:*
Portrait of a Woman (1958),Elizabeth Meldrum,./record/21157?highlight=*:*
Kneeling Male Nude (1953),Adam M Martin,./record/21058?highlight=*:*
Still Life (Circa 1970),Patrick J. Hickey,./record/22606?highlight=*:*
Untitled (Unknown),Unknown,./record/21808?highlight=*:*
Untitled - Sitting Woman with a Fringe (Apr 1963),William Gillon,./record/99479?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),Joseph Cavagnari,./record/20717?highlight=*:*
Gem cabinet 4 (of 6) containing 43 medallions (Unknown),Unknown,./record/20618?highlight=*:*
Stag,Emma Gillies,./record/53753?highlight=*:*
Smugglerius (1854),William Pink,./record/20600?highlight=*:*
Seated Nude Woman (1958),George A. MacPherson,./record/22647?highlight=*:*
Black Bodice (1996),Anna Millar,./record/22612?highlight=*:*
Kneeling Nude Male (1961),Catherine Beanchop/ Banchop,./record/21279?highlight=*:*
Portrait of a Woman (1957),Colin Turner,./record/21143?highlight=*:*
Riders: Parthenon Frieze (1836-1837),NA,./record/20707?highlight=*:*
Mexican needleweaving birds and geometric pattern (1951),Unknown,./record/102692?highlight=*:*
Nanduti lace collar,Unknown,./record/102694?highlight=*:*
Untitled (1982),Unknown,./record/21817?highlight=*:*
Untitled (1962),Cant,./record/22497?highlight=*:*
Chariot from North Frieze of the Parthenon (1836-1837),NA,./record/20715?highlight=*:*
Untitled (1986),Margot Thomson,./record/21590?highlight=*:*
Portrait of a Woman in a Hat (Head and Shoulders) (1950),Edward Stratton,./record/20826?highlight=*:*
Drawing of a Woman (1958),E McCallum,./record/20960?highlight=*:*
Reclining Male Nude (1958),David Rifat,./record/20875?highlight=*:*
Emerging (1987),Paul Fernaux,./record/122821?highlight=*:*
Untitled (1962),Leslie Johns,./record/21762?highlight=*:*
Small Cheeseplant,Susan Alexander,./record/50403?highlight=*:*
Whitework on indian muslin (1800-1849),Unknown,./record/102705?highlight=*:*
Unknown (1963),Lesley M. Johns,./record/50435?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,./record/20702?highlight=*:*
Portrait of a Woman (1952),Martin G C McKeown,./record/21415?highlight=*:*
Untitled,Jock Nicol,./record/111035?highlight=*:*
Study for picture 'Waking of Brynhildr' (1897),Pavlov Chailly,./record/50474?highlight=*:*
Untitled (2007),Kerri Stean,./record/99978?highlight=*:*
Harbour Scene (1955),Myra E. Soni,./record/22736?highlight=*:*
Unknown (1967),Gwen Mackenzie,./record/50496?highlight=*:*
Crowd in Glasgow (1963),Geoffrey J Roper,./record/21359?highlight=*:*
Seated Female Nude with Striped Floor Drape,Unknown,./record/122796?highlight=*:*
Untitled (24 Oct 1962),Peter Pretsell,./record/99792?highlight=*:*
Vase (1920s),Emma Gillies,./record/122131?highlight=*:*
Untitled (1962),Underwood,./record/21759?highlight=*:*
Man on Crutches in Street (Circa 1950),Alexander Cree,./record/122860?highlight=*:*
Untitled (1962),John Fraser,./record/99818?highlight=*:*
Untitled (1947),Maria Garbolewska,./record/21769?highlight=*:*
Drawing of a Seated Woman (1960),William Smith,./record/20987?highlight=*:*
Untitled (1962),John Picking,./record/111040?highlight=*:*
The World from Space (1998),John Brown,./record/21864?highlight=*:*
Unknown,Unknown,./record/50397?highlight=*:*
Unknown (1952),Rosemary Bagshaw,./record/53519?highlight=*:*
Portrait of a Woman,Jane V Hyslop,./record/21529?highlight=*:*
Coastal Village with Church,Unknown,./record/22733?highlight=*:*
Unknown (1949),Alison E. H. Stuart,./record/50482?highlight=*:*
Portrait of a Man in a Suit (1958),Ian Hodkinson,./record/20881?highlight=*:*
Untitled (Unknown),Glen M. K. Onwin,./record/21822?highlight=*:*
Replica cast (brown) of Parthenon slab GE31,Unknown,./record/20656?highlight=*:*
Untitled (1988),Jodie Pear,./record/21552?highlight=*:*
Unknown (1952),Rosemary Bagshaw,./record/53514?highlight=*:*
Untitled (2003),Carolyn Muskat,./record/99955?highlight=*:*
Unknown (1952),Leonard I. H. Gray,./record/53487?highlight=*:*
Side Plate,Emma Gillies,./record/53618?highlight=*:*
Abstract,V. Constant,./record/111443?highlight=*:*
Unknown (1949),Alexander Cree,./record/50543?highlight=*:*
Architectural Frieze with Lion's Head,Unknown,./record/20535?highlight=*:*
Unknown (1950),Edward A. Gage,./record/50631?highlight=*:*
Mask and Plastic Limbs (Circa 1982),Graeme Magee,./record/22533?highlight=*:*
Unknown (1958),Andrew P. W. Conkie,./record/50526?highlight=*:*
Chinese damask robe (19th Century),Unknown,./record/100005?highlight=*:*
Portrait of a Seated Woman (1965-1966),George Donald,./record/21172?highlight=*:*
Multiple Views of Female Nude (1949),Douglas Gordon,./record/21102?highlight=*:*
Untitled (1989),Joanne Leonie Milne,./record/21971?highlight=*:*
Unknown,Alexander Cree,./record/50548?highlight=*:*
Standing Male Nude (1957),Alejandro B. Braso,./record/21247?highlight=*:*
Bowl (1920s),Emma Gillies,./record/122129?highlight=*:*
Untitled - Figure Drawing of a Man on a Stool (1964),Gordon Bryce,./record/99326?highlight=*:*
"Sweden - Fishing for Str⁯ömming, Furusund (1962)",Ann F Ward,./record/99338?highlight=*:*
Untitled - Portrait of a Woman with Short Hair (1961),Gavin Waddell,./record/99454?highlight=*:*
Untitled,Unknown,./record/102725?highlight=*:*
Unknown (1952),Rosemary Bagshaw,./record/53520?highlight=*:*
Teacup,Emma Gillies,./record/53651?highlight=*:*
Untitled (1962),James Goodall,./record/99848?highlight=*:*
Teacup,Emma Gillies,./record/53646?highlight=*:*
Two Standing Nudes in a Landscape (1951),James P W Syme,./record/20835?highlight=*:*
Modulated Joy #1 (2016),Ed Compson,./record/99267?highlight=*:*
Chimney (1986),Charles P. Stiven,./record/122777?highlight=*:*
Unknown (1960),Hugh Deans,./record/53572?highlight=*:*
Black Sitka (1961),William Johnstone,./record/499?highlight=*:*
Untitled (1963),Madelene R Galloway,./record/99822?highlight=*:*
Untitled (1970s),Charlotte H.M. Bryce,./record/21833?highlight=*:*
Harbour scene,Derek Maguire,./record/102744?highlight=*:*
Two Circus Acts in One (1958),Seong Moy,./record/21704?highlight=*:*
Untitled (1967),Alistair Bell,./record/99379?highlight=*:*
Self Portrait,Ursula Giles,./record/22728?highlight=*:*
Seated Female Nude (1949),Leszek Muszynski,./record/21075?highlight=*:*
Untitled (1983),Robert Rivers,./record/99806?highlight=*:*
Untitled (Unknown),Unknown,./record/21851?highlight=*:*
Unknown,Jeffery Camp,./record/50565?highlight=*:*
Untitled (1946),Vivian Chapman,./record/21736?highlight=*:*
Table-Top Still Life with Oranges (Circa 1963),Roger W. Cameron,./record/122841?highlight=*:*
Untitled (2006),Elizabeth Shepherd,./record/99875?highlight=*:*
Man with Two Birds (1947),Perpetua Pope,./record/122736?highlight=*:*
Tomb,Susan Robson,./record/22534?highlight=*:*
Baroque Nude (1959),Alan Alexander,./record/21092?highlight=*:*
Portrait of a Woman (19 JAN 1953),Mary C. A. Edmond,./record/21197?highlight=*:*
Untitled (Unknown),Unknown,./record/21861?highlight=*:*
Plate (1920s),Emma Gillies,./record/53713?highlight=*:*
Untitled (Unknown),Unknown,./record/21992?highlight=*:*
Serving Plate,Emma Gillies,./record/53620?highlight=*:*
Standing Female Nude (1967),Sylvia M. R. Cameron,./record/22701?highlight=*:*
Stairs,Scott Lawrie,./record/21515?highlight=*:*
Shimmurmur (2006),James Bellinger,./record/99887?highlight=*:*
Plate (1920s),Emma Gillies,./record/53709?highlight=*:*
Portrait of Graham Sulivan (1955),Ursula Giles,./record/22704?highlight=*:*
Disconnected Still Life (1968),Carol A. Sebula,./record/122751?highlight=*:*
Untitled (Unknown),Matt Gamber,./record/99913?highlight=*:*
Chair seat (1700?-1850?),Unknown,./record/100007?highlight=*:*
The Battle (2013),Marissa Stoffer,./record/47445?highlight=*:*
Self Portrait (1965),John Bellany,./record/20740?highlight=*:*
9 European Cafes: no 5: La Couple (Circa 1977),Timothy Morrison,./record/22618?highlight=*:*
Untitled (1967),Laurence Roche,./record/22480?highlight=*:*
Still Life Fish (1953),Ian J. D. Short,./record/22681?highlight=*:*
Untitled - Figure Drawing of A Man with Crossed Arms (1968),Alfons B. Jasinski,./record/99273?highlight=*:*
Processions Banner (2018),Lindy Richardson,./record/102750?highlight=*:*
Study for picture 'Waking of Brynhildr' (1897),Pavlov Chailly,./record/50471?highlight=*:*
Nude Woman Sitting (1952),Ian Lawson,./record/122700?highlight=*:*
Seated Male Nude (1958),Elizabeth Meldrum,./record/21158?highlight=*:*
Unknown (1946),Allan Lefley,./record/50486?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,./record/20725?highlight=*:*
Unknown (1952),Rosemary Bagshaw,./record/53513?highlight=*:*
Summer 1954 (1954),Peter McGinn,./record/22581?highlight=*:*
Plate (1920s),Emma Gillies,./record/53672?highlight=*:*
Portrait of a Woman's Head (1949),Thomas Kim Redpath,./record/20781?highlight=*:*
Untitled (1966),Molly Harris,./record/99835?highlight=*:*
Standing Male Nude (1959),Bruce Clapperton,./record/20911?highlight=*:*
Portrait of a Woman (1953),Llewella C. Brayne,./record/21199?highlight=*:*
Still Life (1961),Ann F Ward,./record/122913?highlight=*:*
Landscape Study with Buildings and Trees (1955),Margaret Proudfoot,./record/21032?highlight=*:*
Untitled (1946),Eileen Bennett,./record/21732?highlight=*:*
Unknown,Unknown,./record/53508?highlight=*:*
Untitled (2007),Gordon Brennan,./record/99976?highlight=*:*
Untitled (Unknown),Alice Crombie,./record/21712?highlight=*:*
Unknown (1943),W C G Thomson,./record/50451?highlight=*:*
Pekin knot sample,Unknown,./record/102730?highlight=*:*
Unknown (Circa 1890),Unknown,./record/50467?highlight=*:*
Two Seated Female Nudes (31 MAY 1951),Fiona M Mouat,./record/21196?highlight=*:*
Red Faced (2014),Daniel Hughes,./record/47440?highlight=*:*
Beach Townscape (1976),Martin Churchill,./record/122856?highlight=*:*
Seated Female Nude (1962),Geoffrey J Roper,./record/99367?highlight=*:*
Tantallon,Gwyneth M. Leech,./record/21802?highlight=*:*
Embroidered panel,Winsome Douglass,./record/113834?highlight=*:*
Still Life (1949),Marion M Cooper,./record/122966?highlight=*:*
Portrait of a Man (1966),James Fairgrieve,./record/21396?highlight=*:*
Seated Female Nude on Painted Wooden Chair (1967),Isobel T Johnstone,./record/122695?highlight=*:*
Untitled (1965),Frances Sander,./record/99527?highlight=*:*
Reclining Male Nude (1952),John Houston,./record/21353?highlight=*:*
Still Life with Apples,John P Busby,./record/123107?highlight=*:*
Grumpy Hansel (1:2) (Unknown),Unknown,./record/21823?highlight=*:*
Goat (1920s),Emma Gillies,./record/53754?highlight=*:*
St Pauls at Night (1950),Alexander Cree,./record/50546?highlight=*:*
Orange and Lemon Playing Games I (1999),CBE HRSA HRSW Wilhelmina Barns-Graham,./record/54751?highlight=*:*
Seated Female Nude (1954),Elizabeth Blackadder,./record/21409?highlight=*:*
Composition with Red Sprouting Beans (Circa 1975),Andrew J. Neil,./record/22643?highlight=*:*
Portrait of a Young Man (1950),Joseph Maxwell,./record/21061?highlight=*:*
Untitled (1948),Allan W. Robson,./record/21744?highlight=*:*
Woman in Floral Dress (Circa 1955),Eric Ritchie,./record/21395?highlight=*:*
Abstract Landscape with Orange and Black (1965-1966),Laura McPherson,./record/99392?highlight=*:*
Seated Man Playing a Stringed Instrument (1952),Douglas Kerr,./record/21040?highlight=*:*
Unknown,Ruari MacLeod,./record/50437?highlight=*:*
Still Life with Bottles and Bowls (1952),Mollie E N Langlands,./record/22720?highlight=*:*
Untitled (1983),Robert Rivers,./record/99808?highlight=*:*
Archway,Louise Allardyce,./record/21524?highlight=*:*
Woman with Glass of Wine,Zygmunt Bukowski,./record/112513?highlight=*:*
Opuntia Alburdina (America) (1993-1994),Jane Watt,./record/99460?highlight=*:*
Untitled (1990),Robert Euman,./record/122846?highlight=*:*
"Corbel from Trinity College Church, Edinburgh",Unknown,./record/20557?highlight=*:*
Untitled (1989),Joanne Leonie Milne,./record/21909?highlight=*:*
Untitled (1966),Helen G. S Forde,./record/99816?highlight=*:*
Firenze Winter (1958),Beatrice Patricia Grimshaw,./record/53478?highlight=*:*
Quick Sketch (1950),Patrick W. Barclay,./record/50619?highlight=*:*
